stock1,stock2,weight1,weight2,model,p_val,mean,std,skewness
1102,2382,-0.31023447747993255,0.6897655225200675,model3,0.08496413017111452,1.7961082812232099,0.0009233342671954674,-0.09728707536890602
2382,2883,-0.62590065883789,0.3740993411621101,model3,0.061574963240311344,-1.795362194492606,0.0006196154928234739,-0.2788213472880779
2382,2890,-0.5867348065376345,0.4132651934623656,model3,0.07111004739194177,-1.4905627822035614,0.0007708123070065882,-0.16988319324920614
2890,2892,-0.2944159675895032,0.7055840324104968,model3,0.10177369927377343,1.311864080501747,0.0009147933081088254,-0.4408546509142534
2002,3045,0.6029607358001664,-0.3970392641998336,model1,0.8004544914099578,-1.548112470378301e-05,0.0009174079332325219,-0.18848594141392885
2325,2313,-0.8936709485068787,0.10632905149312134,model3,0.0372059134672856,-3.1653985968203466,0.0004422580296455754,0.46967982738164327
2354,2609,-0.11882858477867933,0.8811714152213206,model3,0.02902167638759469,1.2293763020631552,0.0010449580866868054,0.07746030483233177
1722,2313,-0.7667639722565982,0.23323602774340174,model3,0.030409858110064844,-2.2662857167155783,0.0006917611652630251,0.041940152856046686
2313,2609,-0.15192514533610074,0.8480748546638992,model3,0.09441848183965432,1.266770603068245,0.000932379636644244,-0.6361218975420141
2303,2618,-0.4996816668195372,0.5003183331804628,model3,0.10152041697762457,0.14314518998526507,0.001062463606140843,-0.11845091874865549
2204,4958,-0.6473784531553294,-0.3526215468446707,model3,0.005293007338359212,-3.537157620423997,0.0010081887501736414,0.19186812521381238
2615,4958,0.598595570834784,-0.40140442916521607,model1,0.9678819935307751,5.044508276116133e-05,0.0014643672195424964,0.41210379267103153
2324,2357,0.6504101963683154,-0.34958980363168457,model1,0.9784062859256805,0.00010310402010711872,0.0011790131497811695,-0.5910963799616215
