stock1,stock2,weight1,weight2,model,p_val,mean,std,skewness
1101,1303,-0.6071636308296494,-0.39283636917035053,model2,0.052972768384802776,-3.777635229560398,0.0006914761069011664,0.48961842293070346
1101,2382,0.5347103491587931,-0.4652896508412069,model1,0.9972493478881185,-7.846487551519103e-05,0.0005403835073182267,-0.6572889929013963
1101,1504,-0.9788914232304508,-0.02110857676954915,model3,0.012652771044767176,-3.5497218770386736,0.0008787270798936004,-0.07656392963684627
1101,1605,-0.8804068014952771,0.11959319850472286,model3,0.14405201598996129,-2.851411029740881,0.0006494283645555063,0.7220782247498794
2382,1605,-0.7730126632233753,0.22698733677662475,model3,0.15699496544442876,-2.630328119368736,0.0006890279643928233,0.6809003197277087
1301,2887,0.5552340457925624,0.4447659542074375,model2,0.13378238244622823,3.56789330006884,0.0007417976622736952,-0.7036728085034791
1301,2352,-0.7943502151111306,0.20564978488886954,model3,0.04117467026949566,-2.9612696425402336,0.0007605255764519247,0.29023455106748464
2883,2379,0.7003278747936328,-0.29967212520636727,model1,0.8641075567083272,-8.914969671962147e-05,0.0009825530531790718,-0.1815278256726962
2885,2376,0.7543304377586248,0.24566956224137515,model3,0.12605424927374326,2.752415900275036,0.0013670214678606636,0.4517604202815616
1227,3673,-0.6694373048060913,0.3305626951939087,model3,0.2590385213233673,-1.5939838456967577,0.0006430361968137562,-0.7737199837065463
2376,2379,-0.14353513214857372,0.8564648678514263,model3,0.12818577515677357,3.6095674037127887,0.002233254815352673,-0.09115799769505
