stock1,stock2,weight1,weight2,model,p_val,mean,std,skewness
2395,5880,0.32580642751707095,-0.674193572482929,model1,0.8006762410671939,1.7360664823971028e-05,0.00104673058039552,-0.4147601028399679
5880,1227,-0.5921932366485289,0.40780676335147115,model3,0.22512953357885368,0.208755579346399,0.0009045338441506752,0.25504384831396626
1227,2834,-0.23607456523781342,0.7639254347621866,model3,0.18218387523131505,0.5771987161968362,0.0006658340273780327,-0.05200564107413432
1102,2880,-0.2799122904962416,0.7200877095037583,model2,0.8392924623265572,1.1147887084948116,0.0014853759487677073,0.3110795346366585
2354,2409,-0.6262108088350411,0.3737891911649589,model3,0.7145358354350656,-1.8631499434088585,0.0009474665020493849,0.09371792026406335
2354,2880,-0.36699301724029876,0.6330069827597012,model3,0.4991021084144288,0.1924167729775224,0.0009131506307395287,0.4437068751794078
2354,2891,-0.18971422008626887,0.8102857799137312,model3,0.5867632504384847,1.4860562466144744,0.0008395952405305234,-0.24716337871208435
2409,2880,-0.247913602192315,0.752086397807685,model3,0.32335153622056156,1.553453161667189,0.0011254057796261153,-0.2555715964960392
2409,2891,-0.11653672868072187,0.8834632713192782,model3,0.4100755021001009,2.2511348845709986,0.0009843867624790914,-0.35948757712357704
2880,2891,-0.2790395631520232,0.7209604368479768,model3,0.04761586286400529,1.267652875052662,0.0008048560297362134,-0.1529261394609806
2880,2355,-0.8169309530339145,0.18306904696608545,model3,0.3845042805186577,-1.5084460244222937,0.0012297951095007326,-0.06436305629368431
2891,2912,-0.8214472043746293,0.1785527956253707,model3,0.07215156342051396,-1.3493554742186553,0.0010281672703417704,0.0818772048617139
2891,1605,-0.7205508911878566,0.2794491088121433,model3,0.18367037349464221,-1.4248799453917163,0.0008761657192918761,0.33294768885503145
2912,1605,-0.3821124505500291,0.6178875494499708,model3,0.3656290500303192,-0.7310231383972327,0.0006683304854922941,0.15734838831591352
2324,1504,-0.36243795734262957,0.6375620426573705,model3,0.056007632058066414,1.0012270223585014,0.0015299991645594084,0.4296652573600437
2881,5871,-0.3459032126225737,0.6540967873774264,model3,0.47585593408078203,1.2955402151765216,0.0012931633200531556,0.119881983444731
1504,5871,-0.40513777138703533,0.5948622286129647,model3,0.016455198203496627,1.0106627958893193,0.0020131545815736396,-0.907180132710327
