stock1,stock2,weight1,weight2,model,p_val,mean,std,skewness
2330,5880,-0.26011972139283196,0.7398802786071681,model3,0.05165038798023746,0.580779960985018,0.0010152640470595217,0.4367752175308045
2330,1704,0.3477758684168353,0.6522241315831647,model3,0.011165554269254314,4.193138024110376,0.0008407510271785452,0.3460279352611876
5880,1704,0.6074261303638371,0.3925738696361629,model3,0.00917070719418959,3.022733126545082,0.0008503558373688222,0.6631762936502624
5880,2610,-0.5717600114499538,0.42823998855004625,model3,0.42365952301912463,-0.5371811652149826,0.000728166337507932,-0.08114348409858595
5880,6269,-0.7282693133072461,0.27173068669275385,model3,0.06820920840342036,-0.7006482683087357,0.0009999386788186592,-0.14949193219560153
5880,9938,0.7142081417638825,0.28579185823611747,model3,0.022712283969340337,3.1926478420960187,0.0010965530053544787,0.44612652833324706
1704,9938,-0.6283290370981851,0.37167096290181484,model3,0.02315904858210466,-0.572256664782383,0.0013099035192468014,-0.7171848992112665
2610,6269,-0.5964793314137568,0.4035206685862432,model3,0.20225290258126216,0.455048439512888,0.0006490641175136515,0.23507865737939887
1102,2049,0.7828215697754338,0.21717843022456615,model3,0.5546437999305278,3.6309746361699484,0.0007664801081542213,-0.12759296119937122
1102,2353,0.6654556613491401,0.33454433865085986,model3,0.13895138924590772,3.0612950839593247,0.0008528685300802731,0.36849783119705826
2049,2353,-0.3405356209745473,0.6594643790254526,model3,0.5784422835689589,0.06383257069937133,0.0012722117367327524,0.3546713956098761
1402,2408,-0.2993200797713886,0.7006799202286114,model3,0.11765889808306991,1.6621633579977617,0.0006909059246102706,0.25967350898795777
2408,2834,-0.7217255178860019,0.2782744821139982,model3,0.2809920255647293,-2.106821680961995,0.0006505626934753273,-0.008398221268877851
2311,2603,0.1121515114868768,0.8878484885131233,model3,0.046376492504351316,2.596875200279105,0.0023391842810493585,0.20637858066218756
2382,2327,0.23077736858759873,0.7692226314124013,model2,0.4289207302801923,4.08823875030575,0.0009986527199254646,-0.4111766818149701
