stock1,stock2,weight1,weight2,model,p_val,mean,std,skewness
1301,2308,-0.31863730959474623,0.6813626904052538,model3,0.7603790282868437,1.970453113872903,0.0010163638234933518,-0.09833303060972899
1301,2408,-0.2648619145123698,0.7351380854876302,model3,0.7871939824799192,1.5240738676448822,0.0007101925222248143,-0.7664753344290619
1301,2880,-0.4305266398214791,0.5694733601785208,model3,0.8441565883917717,-0.3210535836306218,0.0010416862091990355,-0.1863032796574897
1301,2353,-0.503024039817985,0.496975960182015,model3,0.7952539971629151,-0.9625750644274783,0.0013680827270349813,-0.11073734386516226
2308,2408,-0.49088240233769587,0.5091175976623042,model3,0.06497897921004178,-0.5658900217883551,0.001017159542976043,-0.2596957855034062
2308,2880,-0.5823674310042233,0.4176325689957767,model3,0.08792031066816275,-1.729812303859557,0.00094730757734004,-0.2229253608404523
2308,9904,-0.7396683631205819,0.2603316368794181,model3,0.22450254861251473,-2.6867851593528553,0.001221731492149743,0.013486542570586034
2308,2201,-0.6291600626820438,0.3708399373179563,model3,0.0025562327415106167,-1.8515749850597418,0.001017897432264235,-0.2973409626830199
2880,9904,-0.6598686592716824,0.34013134072831763,model3,0.29570659054277365,-0.5488844345401525,0.0011639113982668033,-0.11898504489817784
2912,1440,0.3229569966888625,-0.6770430033111375,model1,0.973889992655962,-0.00017440910504109268,0.0020359339664211052,-0.14705148911948904
2912,2823,-0.7706716519324089,0.22932834806759103,model3,0.36677923438548365,-3.4551814553370908,0.001435219023898125,0.6099969136148077
2912,3034,0.574784053576141,0.425215946423859,model3,0.0463974733390215,5.1627629342141015,0.0016834326854029656,-0.40938180645498723
1326,2352,-0.2621182949108246,0.7378817050891754,model3,0.5827310069335163,0.5868738372282453,0.001364865644756202,-0.23140800817659946
1326,2615,-0.47081483828463566,0.5291851617153642,model3,0.6313157650672019,-0.5335194250034615,0.001086089735848784,-0.21394428179318917
2352,2615,0.5517771269660904,-0.44822287303390973,model1,0.8087592591660994,-1.5604357920122602e-05,0.0013831426150530096,-0.09735408261711154
2409,5880,-0.2797635476839137,0.7202364523160862,model3,0.6325712308281177,1.2719228157038707,0.001100530564763191,0.024892807479023445
5880,3037,-0.6132022638284708,0.3867977361715293,model3,0.06711586276467603,-0.5615047087373418,0.0014390470280816658,-0.6540361135853882
5880,4958,-0.6045762217280076,0.3954237782719923,model3,0.1930420742672582,0.0675902029112986,0.0010980898996046586,0.0026101707017177965
