stock1,stock2,weight1,weight2,model,p_val,mean,std,skewness
2892,1704,-0.8530727472738056,0.14692725272619447,model3,0.03681567334641864,-1.9185355113465334,0.000707495620279672,-0.14581776278595646
2892,3189,-0.8849271109419028,0.1150728890580972,model3,0.14095930038968466,-2.057264869432788,0.0007988656836343765,0.10082102099705659
2834,9945,-0.07127722298844795,0.928722777011552,model3,0.009498956526591194,3.237300990440506,0.0008578024943648019,0.01614855198972709
2883,5871,0.14150502545824215,0.8584949745417578,model2,0.1113890330238856,3.7610781938045768,0.0008812499231405524,-0.041882797810963705
6505,5871,-0.061455483593449975,0.93854451640655,model3,0.4504233251546984,3.5154272006366654,0.0009441127246408264,-0.32021819730696194
1434,5871,0.11192365677658797,-0.888076343223412,model2,0.6309173097039084,-3.2062702959479656,0.0007741182857635306,0.3081756324547302
1102,2882,-0.6028436399131377,0.3971563600868622,model3,0.36487570137316133,-0.6139493431727705,0.0009194398787527991,0.10416761624200853
2105,2823,-0.9357036787029909,0.06429632129700916,model3,0.060560569823962226,-3.729630122140089,0.0009637197033768481,-0.5984609076426344
2105,2888,-0.9966508204480978,-0.003349179551902149,model2,0.07766881347092013,-4.202779981218315,0.0010576461803080634,-0.6061514463918931
2105,9910,-0.8799799194428487,0.12002008055715137,model2,0.16250734812023016,-3.106897108911766,0.0008546335315589676,-0.040495118827959774
2888,9910,-0.7204640093382095,-0.2795359906617905,model3,0.015603008908581031,-2.7508650766958724,0.0014819021252049159,0.1999091077857093
