stock1,stock2,weight1,weight2,model,p_val,mean,std,skewness
2409,2603,-0.21061481417553032,0.7893851858244697,model3,0.010768286472751673,1.5671679586269893,0.0016424158533230328,0.10258141984722922
2801,2377,-0.9379322712720879,-0.062067728727912115,model3,0.016124562478659902,-2.8725632632182463,0.003227532327521105,0.47218944757628917
2801,2603,-0.22475464017641245,0.7752453598235874,model3,0.01239476896600118,1.3651014366596155,0.0013837297019477566,0.1333540665111954
2377,2603,0.12976754489504172,0.8702324551049583,model3,0.016933893225887318,2.7356349548224634,0.0017520353549231376,0.12363553679001675
2603,6285,-0.9597485859194336,-0.04025141408056646,model3,0.111942575711049,-2.6506691897007446,0.001993274578775286,-0.15651942907130667
1301,1326,-0.9034986267419919,0.09650137325800807,model3,0.07467169784056352,-3.539324218328421,0.0006160511289788694,-0.34360479562862867
1301,2880,0.3867605829793581,-0.6132394170206419,model1,0.7914353336848359,1.0446267947563647e-05,0.001051981213711364,-0.2059667388375609
1326,2880,-0.19527865380167558,0.8047213461983244,model3,0.07505661605270601,1.3760926911712537,0.0012857022815743707,-0.11940728310174444
2880,2892,0.5002143845408125,-0.4997856154591876,model1,0.914992956499301,-8.747157232823118e-06,0.0009822212819029217,0.09867332592125375
2880,2347,-0.8068394603014892,0.19316053969851074,model3,0.011957293341675678,-1.5526784747804185,0.0015382583423774192,-0.0981198439648056
