stock1,stock2,weight1,weight2,model,p_val,mean,std,skewness
2882,2883,-0.5214830949370363,0.4785169050629638,model3,0.1382512990182321,-0.8869877292501798,0.0009299484612048262,0.21240004880114266
2603,2888,-0.5061927992714947,0.4938072007285053,model3,0.003821759442427396,-0.3431903406798844,0.0016226363089266599,-0.020943476960780073
2603,3682,0.5473213223304988,0.4526786776695012,model3,0.6690852680456235,2.450430157265271,0.002148841681708531,-0.5067646433549666
2002,2382,-0.16106472007295208,0.838935279927048,model3,0.11543977140770251,2.875084157983491,0.0008798308702234805,-0.5393808399869215
2382,2912,-0.803494294097611,0.196505705902389,model3,0.04975442262777857,-2.137696017454453,0.0007199878410065897,-0.1782777176247729
2382,1605,-0.9536346904160627,0.04636530958393727,model3,0.0205098203869766,-3.70427202584209,0.001383237496139525,0.9457403212233816
2412,2912,-0.9737025390870087,-0.02629746091299125,model3,0.066106162197653,-4.648495348532419,0.0016452959647708194,-0.7320007273356881
2412,2392,-0.8316635077297996,-0.16833649227020042,model3,0.7836404608475688,-4.4817433156949456,0.001201952893040497,-0.05291673695960478
2412,3702,-0.9444119824737842,-0.05558801752621578,model3,0.011966910152496735,-4.564034367796273,0.0015852397682435612,-0.7743322164162108
2912,2542,-0.6491381923262368,0.3508618076737632,model3,0.07796218490510844,-2.269995137778971,0.0023623624070322107,0.5591439357228594
2392,2542,-0.5395973037660629,0.4604026962339372,model3,0.24081396522607257,-0.4088747533318885,0.002394493638755491,-0.911479265059914
1536,2353,-0.10657736986431082,0.8934226301356892,model3,0.25292556416650797,1.6529065316720946,0.002725238288304792,0.13500059741077577
2395,3034,-0.39207943680723073,0.6079205631927693,model3,0.10011212072206564,0.897385371510249,0.006344251579080383,-0.2673704337792708
2317,2801,0.49355044167946066,0.5064495583205394,model3,0.02186436661195991,3.5678746879782435,0.0014298181473858423,0.9487991607739198
2317,2887,-0.4153602659640281,0.5846397340359719,model3,0.018614634274484048,-0.42200071669010164,0.0013763802651055974,-0.22424581663259177
