stock1,stock2,weight1,weight2,model,p_val,mean,std,skewness
2330,2880,-0.39645745903196616,0.6035425409680338,model3,0.011447506109415308,-0.37166985951571013,0.000975721510519587,0.4157518683946531
2330,2882,0.413409140378941,-0.586590859621059,model1,0.8783419227510592,1.2439275664804701e-05,0.0006160409211604015,0.14460323182548007
2330,2353,-0.7780419590218407,0.22195804097815927,model3,0.032697198266151035,-3.4259577380728494,0.001041324760227499,0.35121259504464214
2330,2888,-0.5747857814949733,0.4252142185050268,model3,0.05908588729604156,-2.1592027034558416,0.0007910933191173719,0.28885705947528134
2330,6269,-0.7300014493407286,-0.26999855065927136,model3,0.05727360945112897,-4.968697243080371,0.0010379091222384423,0.32875801228607354
2880,2353,-0.8220384681391089,0.17796153186089114,model3,0.03872184415483807,-1.8079269817784733,0.0013427032786137078,-0.10814549231141893
2880,2888,-0.7439626307541644,0.2560373692458357,model3,0.021423654235296085,-1.578014118671831,0.0011977679099037918,-0.3095322030506048
1504,2888,-0.722551140375978,0.277448859624022,model3,0.03612508156027083,-1.8662542121891996,0.001057335321566364,0.6127656603357816
1504,6269,-0.7341522987939207,0.26584770120607926,model3,0.01813739048217619,-1.2493028870952094,0.0010589821943606543,0.12498087086713404
2801,2883,-0.7921696815276348,-0.20783031847236516,model3,0.01858928932091438,-2.6406608619878353,0.001400067883748156,0.2267478511307876
2801,2356,0.5304167268385447,-0.4695832731614553,model1,0.8464860195334244,-4.345874405146925e-05,0.0009476763367158037,-0.16447373823020547
2801,2610,-0.6160013133696078,0.38399868663039216,model3,0.06959501901675086,-0.8637882799460963,0.0009112185469357086,0.008888593391003707
2356,2383,0.553275726856076,0.44672427314392416,model3,0.07548492015529243,3.7199761669961062,0.0007542664847362185,-0.3847450937687873
5880,1440,-0.7551714875514552,0.24482851244854462,model3,0.054891054255029485,-1.3705631978328783,0.0011381209853133993,0.09716924593937551
