stock1,stock2,weight1,weight2,model,p_val,mean,std,skewness
2002,2324,0.4977813229839433,-0.5022186770160568,model1,0.9085580477658298,-5.5634451788090604e-05,0.0007767662874277754,-0.2510465473474344
2002,2881,-0.9375446907874572,-0.06245530921254288,model2,0.29629413362415735,-3.0729551441813565,0.0012697166893699391,-0.001679669666041441
2002,2891,0.5246533571316188,0.4753466428683813,model3,0.032588295338656016,2.9365495223000466,0.0009014785414767967,-0.003392491236148101
2002,5880,0.4612882123324256,0.5387117876675743,model3,0.013188062290089753,2.834243867422961,0.0011010013053751055,-0.34196282704547454
2002,9904,0.5376156141441611,0.4623843858558388,model3,0.020830847667910872,3.3746202400679084,0.001217653171941933,-0.1675371337605385
2324,2891,0.3744180081245407,0.6255819918754593,model3,0.027517877730451563,2.8951986821392417,0.0010128730009308295,-0.2681159315263135
2324,5880,0.3519401952572083,0.6480598047427917,model3,0.023951554115680042,2.783943221339867,0.001168215083108774,-0.41932195263992966
2891,9904,-0.44711948531115536,0.5528805146888446,model3,0.002360122728504339,0.8195679164969011,0.0010442055240752022,-0.0340812499913197
2801,2542,0.584665640799216,-0.415334359200784,model1,0.8107800115468996,-2.2850260239000162e-05,0.0007401284471757829,0.10826298523899279
2801,2610,-0.5001028643936973,-0.49989713560630256,model3,0.1888756558813519,-2.5434263511454005,0.0006955499268451868,-0.28256989537844035
1216,2603,0.20813832138252708,0.791861678617473,model3,0.0077728352184468445,2.847315317647763,0.0025913782153634997,0.6473777292957631
