stock1,stock2,weight1,weight2,model,p_val,mean,std,skewness
1102,1303,-0.47356055015809656,0.5264394498419035,model3,0.1272940687628399,0.6743646137474135,0.0006955486988222401,0.054871813441504665
1102,1504,0.5002252453300793,-0.49977475466992066,model1,0.9586878515543906,5.1568051205264826e-05,0.0010522083261609153,-0.6220342032552134
1102,6176,0.3387248663209644,0.6612751336790356,model2,0.05365673434393185,3.805910729191604,0.0010409439433661236,0.02608937265608269
1303,6176,0.448104796733257,0.5518952032667429,model3,0.0977697811099011,4.151429473475579,0.0007243160540091992,-0.041153330245656164
2344,2867,-0.7556992001733098,0.24430079982669026,model3,0.01388813396730755,-1.0332619946131671,0.0008523433330672953,-0.37410067190705526
2344,4958,0.6447064805572563,-0.35529351944274373,model1,0.8406268290806036,9.730986544730295e-05,0.0007052732867155584,0.19106706632116013
2885,2891,-0.486353293869764,0.513646706130236,model3,0.018195954428158873,0.2731434594936157,0.0010788672546664245,0.3142309684161362
2891,2892,-0.37899316654920273,0.6210068334507973,model3,0.026858732818820025,0.6786721776139735,0.0008488485501058345,-0.22838472718762243
2891,2915,-0.5629037707907003,0.4370962292092997,model3,0.26223843287166704,0.135055214371435,0.000996799252817815,-0.0999456400729808
2892,2915,-0.7185161091764766,0.28148389082352343,model3,0.14760771748240828,-0.9176113264793313,0.001089082633723076,0.5421174503621838
