stock1,stock2,weight1,weight2,model,p_val,mean,std,skewness
1303,2542,-0.11591210119275953,0.8840878988072404,model3,0.7660359055074861,2.936787245281009,0.0009464247958924797,0.3586302744425453
2002,3231,-0.5173351562882466,0.48266484371175356,model3,0.31895383357031376,-0.06467772385030744,0.0010401749852075146,0.826094851432554
2409,4938,-0.6738541139524562,0.32614588604754374,model3,0.4634278763599553,-0.21448061620417808,0.0013724408066289621,-0.027171686092980332
2880,4938,-0.79906179727453,0.20093820272547003,model3,0.5205535152849432,-1.3274275934931665,0.0009264293988339585,0.11471801727719406
1216,2324,-0.5934986892483518,0.4065013107516482,model3,0.7192569560413394,-1.2266515199060983,0.0010012927106447253,-0.26114778140453554
2383,2834,-0.07111284270117547,0.9288871572988245,model3,0.34507785299417737,1.6072857520778046,0.0006482183762688747,0.4234633990812299
2801,2313,-0.6779737261721713,0.3220262738278287,model3,0.4797407585815462,-0.9838289721767001,0.0009865000287411097,-0.06447039499290494
2801,3034,-0.6317692891754779,0.36823071082452213,model3,0.4573539976407292,7.725741461782546e-05,0.0010186869396842239,0.39773534636172736
2801,3189,-0.666960000451133,0.3330399995488669,model3,0.31080892898680007,-0.4288768361446053,0.0011101451327375634,-0.37068712453288316
2313,3189,-0.49363052369648514,0.5063694763035148,model3,0.31677953821893867,0.786089872289478,0.0013055154769468567,-0.7369020639311741
