stock1,stock2,weight1,weight2,model,p_val,mean,std,skewness
2356,5871,-0.8273672623880267,0.17263273761197326,model3,0.03807728379659103,-1.9278698278384971,0.001157611779043271,-0.18780113132705753
2882,2618,-0.5762766497633809,0.42372335023661917,model3,0.17696238718309193,-0.927817620460487,0.0007603818353961874,-0.3836938911061897
2308,2610,0.45052473516537805,0.549475264834622,model3,0.017962788756519837,3.557831514767252,0.0008240582263160668,0.11081022630322077
2308,2615,-0.4899705458791574,0.5100294541208427,model3,0.043544887250714405,-1.0991625465416917,0.0011443594298584975,0.13204734158090645
2412,1477,0.5138333516834163,-0.4861666483165838,model1,0.7884753507013921,3.0023967175377327e-05,0.0011870878941390884,0.10194487974058863
2412,2610,-0.4013139224083596,0.5986860775916404,model3,0.006829360258683909,-0.5566854097141635,0.000910587399889745,0.1609885044209012
2412,2615,0.4070560602194252,0.5929439397805748,model3,0.007788622676548953,3.5887097343795116,0.0013521770930800326,-0.5249664072832803
1477,2610,-0.3102374315320981,0.689762568467902,model3,0.02106996456215841,-0.004305750294901886,0.0009222749318771143,0.6085295780705988
1477,2615,-0.40220837167349727,-0.5977916283265027,model2,0.3153727784830833,-3.687726926923307,0.001104496656315861,0.18760428555286127
2610,2615,0.5681873686382539,0.431812631361746,model3,0.012079111611127189,2.4851387434853303,0.0009673718278795417,0.3841686986991259
